
GET /pages/simple.html HTTP/, @Tue Jul 07 15:42:35 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:42:35 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:42:35 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:42:35 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:44:28 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:44:28 +0100 2015, IP: 127.0.0.1
GET / HTTP/, @Tue Jul 07 15:45:53 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:45:53 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:46:04 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:46:04 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:52 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:52 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:53 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:53 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:54 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:54 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:54 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:55 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:50:56 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:50:56 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:51:04 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:51:04 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:51:44 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:51:44 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:51:48 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:51:48 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:12 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:12 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:13 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:13 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:14 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:14 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:16 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:16 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:18 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:18 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:19 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:19 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:23 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:23 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:25 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:25 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:26 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:26 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:27 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:27 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:28 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:28 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:29 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:29 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:29 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:29 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 15:57:30 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 15:57:30 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:00:14 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:00:14 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:00:36 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:00:36 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:01:35 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:01:35 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:05:21 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:05:23 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:05:23 +0100 2015, IP: 127.0.0.1
GET /pages/simple. HTTP/, @Tue Jul 07 16:05:27 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:05:27 +0100 2015, IP: 127.0.0.1
GET /pages/simple. HTTP/, @Tue Jul 07 16:05:58 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:05:58 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:06:02 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:06:02 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:06:15 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:06:15 +0100 2015, IP: 127.0.0.1
GET /pages/simple.htfdfsfml HTTP/, @Tue Jul 07 16:06:18 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:06:18 +0100 2015, IP: 127.0.0.1
GET /pages/simple.htfdfsfml HTTP/, @Tue Jul 07 16:06:51 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:06:51 +0100 2015, IP: 127.0.0.1
GET /pages/simple.htfdfsfml HTTP/, @Tue Jul 07 16:06:53 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:06:53 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:07:00 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:07:00 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:07:39 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:07:39 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:07:41 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:07:41 +0100 2015, IP: 127.0.0.1
GET /pages/simple.h HTTP/, @Tue Jul 07 16:07:45 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:07:45 +0100 2015, IP: 127.0.0.1
GET /pages/simple.h HTTP/, @Tue Jul 07 16:08:20 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:08:20 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:09:44 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:09:44 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:09:44 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:09:44 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:11:26 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:11:26 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:11:27 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:11:28 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:11:28 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:11:47 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:11:47 +0100 2015, IP: 127.0.0.1
GET / HTTP/, @Tue Jul 07 16:11:53 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:11:53 +0100 2015, IP: 127.0.0.1
GET / HTTP/, @Tue Jul 07 16:14:10 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:14:12 +0100 2015, IP: 127.0.0.1
GET /simple.html HTTP/, @Tue Jul 07 16:14:19 +0100 2015, IP: 127.0.0.1
GET /simple.html HTTP/, @Tue Jul 07 16:14:20 +0100 2015, IP: 127.0.0.1
GET /server.rb HTTP/, @Tue Jul 07 16:14:29 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:14:41 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:14:41 +0100 2015, IP: 127.0.0.1
GET /rcv_bytes.rb HTTP/, @Tue Jul 07 16:15:01 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:15:19 +0100 2015, IP: 127.0.0.1
GET / HTTP/, @Tue Jul 07 16:15:23 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:15:31 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:16:26 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:16:27 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:18:18 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:18:18 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:18:18 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:18:18 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:18:19 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:18:19 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:18:19 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:18:19 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:18:20 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:18:20 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:18:20 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:18:20 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:19:47 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:19:47 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:20:10 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:10 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:11 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:11 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:20:13 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:13 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:13 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:13 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:17 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:17 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:17 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:17 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:23 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:23 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:23 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:23 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:38 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:38 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:38 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:38 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:57 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:57 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:57 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:57 +0100 2015, IP: 127.0.0.1
GET /logs/request.csv HTTP/, @Tue Jul 07 16:20:58 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:58 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:20:58 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:20:58 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:21:16 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:21:16 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:21:17 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:17 +0100 2015, IP: 127.0.0.1
GET /simple.html HTTP/, @Tue Jul 07 16:21:23 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:23 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:21:23 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:23 +0100 2015, IP: 127.0.0.1
GET /simple.html HTTP/, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
GET /simple.html HTTP/, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:31 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
GET /pages/simple.html HTTP/, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
GET /favicon.ico HTTP/, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
Access Denied, @Tue Jul 07 16:21:41 +0100 2015, IP: 127.0.0.1
